geneid		r		left		right
ENSG00000222467		2		122360649		122360740
ENSG00000264680		8		130509594		130509674
ENSG00000265757		2		202979894		202979977
ENSG00000221173		9		129338809		129338909
ENSG00000264274		4		148703746		148703819
ENSG00000201801		1		11969865		11969984
ENSG00000263678		3		121640945		121641029
ENSG00000212495		X		93258814		93258921
ENSG00000252295		5		122131820		122131922
ENSG00000238316		1		26968777		26968880
ENSG00000238679		1		119801664		119801764
ENSG00000252881		5		104115989		104116090
ENSG00000238886		9		33952767		33952848
ENSG00000263774		2		232354915		232355000
ENSG00000202313		6		11503742		11503904
ENSG00000201433		4		184596756		184596868
ENSG00000201761		8		22291904		22292010
ENSG00000212545		7		78659556		78659661
ENSG00000263848		2		157871684		157871769
ENSG00000221048		7		97535284		97535431
ENSG00000263712		6		16141787		16141855
ENSG00000239054		1		223085186		223085289
ENSG00000207205		1		148604908		148605072
ENSG00000200442		6		166513341		166513412
ENSG00000194270		2		42865101		42865188
ENSG00000242113		2		152228517		152228798
ENSG00000222624		1		65881499		65881689
ENSG00000207251		3		27307071		27307174
ENSG00000206982		6		128905535		128905636
ENSG00000222644		4		76750607		76750742
ENSG00000241198		X		130268062		130268364
ENSG00000221440		4		89127579		89127704
ENSG00000212402		5		172447731		172447931
ENSG00000241159		2		71192701		71192995
ENSG00000221664		1		77857107		77857213
ENSG00000243957		3		78164309		78164606
ENSG00000216042		3		197401367		197401447
ENSG00000244534		2		65133999		65134272
ENSG00000252444		6		106752051		106752161
ENSG00000201898		1		224367343		224367469
ENSG00000201749		9		117377735		117377848
ENSG00000201619		1		179170622		179170762
ENSG00000252810		X		101170562		101170668
ENSG00000263445		4		77494721		77494785
ENSG00000263591		1		35729823		35730083
ENSG00000222331		3		43252233		43252363
ENSG00000222222		1		150209315		150209504
ENSG00000199837		1		182913500		182913625
ENSG00000263814		4		34388376		34388459
ENSG00000238836		5		38081774		38081845
ENSG00000242281		9		132132452		132132740
ENSG00000244230		9		21699313		21699569
ENSG00000263361		5		154209018		154209100
ENSG00000238936		8		41284174		41284246
ENSG00000202216		2		180799128		180799265
ENSG00000216072		6		63393083		63393173
ENSG00000222416		8		94453505		94453612
ENSG00000252853		1		206855308		206855380
ENSG00000207114		3		171222034		171222140
ENSG00000253077		4		152892649		152892765
ENSG00000264357		7		2566708		2566779
ENSG00000264814		6		155174494		155174570
ENSG00000263416		7		81549519		81549586
ENSG00000207344		7		64526377		64526510
ENSG00000252831		5		141913820		141913910
ENSG00000221542		8		123858930		123859018
ENSG00000238572		2		173020757		173020848
ENSG00000221751		7		31356612		31356738
ENSG00000244139		3		119840756		119841051
ENSG00000251758		4		16010299		16010410
ENSG00000199395		2		56462352		56462465
ENSG00000206862		X		117703368		117703478
ENSG00000221488		1		211384331		211384424
ENSG00000222121		6		136298949		136299041
ENSG00000251906		4		105895819		105895928
ENSG00000207401		9		113696686		113696787
ENSG00000252959		4		166974339		166974439
ENSG00000221315		8		128808208		128808274
ENSG00000252633		Y		7192338		7192636
ENSG00000252717		1		102325407		102325513
ENSG00000252178		X		122905928		122905989
ENSG00000206600		3		194935516		194935622
ENSG00000238462		2		9672371		9672474
ENSG00000207710		X		133303839		133303907
ENSG00000239058		X		123267134		123267227
ENSG00000264470		1		65045530		65045606
ENSG00000264613		1		52461412		52461709
ENSG00000244104		9		110573900		110574195
ENSG00000263529		1		32923436		32923733
ENSG00000211984		2		77247462		77247547
ENSG00000222205		8		58039214		58039321
ENSG00000266649		2		69330814		69330887
ENSG00000206867		8		40890411		40890517
ENSG00000264219		3		25706364		25706430
ENSG00000207923		2		47604814		47604909
ENSG00000222499		3		156735131		156735485
ENSG00000200521		4		158689165		158689265
ENSG00000223200		5		60853110		60853194
ENSG00000200058		6		134578173		134578281
ENSG00000207784		X		133675371		133675467
ENSG00000251723		9		135729205		135729269
ENSG00000200377		2		154303327		154303397
ENSG00000222883		3		76014131		76014220
ENSG00000238868		7		140075363		140075466
ENSG00000221615		5		21734320		21734413
ENSG00000222889		8		70612459		70612730
ENSG00000220996		5		115378868		115378958
ENSG00000252373		5		31820671		31820745
ENSG00000251879		Y		5742287		5742379
ENSG00000263507		9		137741837		137741914
ENSG00000266017		9		68415308		68415388
ENSG00000266476		8		29180781		29180873
ENSG00000201088		2		175129606		175129709
ENSG00000238708		2		69894491		69894593
ENSG00000223238		9		114173924		114174022
ENSG00000212246		2		208884362		208884465
ENSG00000252669		1		153970517		153970627
ENSG00000265420		2		86420149		86420231
ENSG00000201121		3		101380904		101381008
ENSG00000266330		6		47430587		47430652
ENSG00000201643		7		75573100		75573234
ENSG00000207175		X		118557705		118557868
ENSG00000212490		4		53614304		53614426
ENSG00000239176		1		90233771		90233877
ENSG00000199765		5		31595672		31595776
ENSG00000207383		2		113337061		113337161
ENSG00000266635		3		53087014		53087110
ENSG00000264292		2		240273419		240273499
ENSG00000238563		6		114162001		114162089
ENSG00000207115		7		95970452		95970558
ENSG00000266275		3		8737863		8737942
ENSG00000242696		2		203221844		203222140
ENSG00000201806		2		98281054		98281194
ENSG00000207936		5		159912359		159912457
ENSG00000252291		X		5979685		5979790
ENSG00000266112		7		107998751		107998849
ENSG00000238749		9		45019792		45019903
ENSG00000252980		3		44112579		44112678
ENSG00000264716		3		65926922		65927022
ENSG00000252728		1		35409357		35409425
ENSG00000238397		9		67937393		67937499
ENSG00000242175		4		79820009		79820306
ENSG00000222532		X		63005882		63005967
ENSG00000252951		4		148666454		148666568
ENSG00000207017		6		99973973		99974081
ENSG00000199432		9		67764522		67764633
ENSG00000240772		4		168321648		168321905
ENSG00000202111		5		140098510		140098598
ENSG00000263767		3		129752301		129752388
ENSG00000200283		2		29195280		29195387
ENSG00000238841		7		66255341		66255451
ENSG00000207656		7		93113248		93113331
ENSG00000199385		1		44856394		44856495
ENSG00000252975		4		39711705		39711796
ENSG00000244609		1		24063100		24063380
ENSG00000216112		2		98913401		98913488
ENSG00000207047		2		207026602		207026681
ENSG00000221474		3		122000700		122000769
ENSG00000238654		9		5890150		5890256
ENSG00000222940		2		24268705		24268808
ENSG00000251961		4		171812618		171812748
ENSG00000222421		9		130594914		130595022
ENSG00000201153		1		62763821		62763928
ENSG00000252925		1		149671723		149671868
ENSG00000212036		5		14910667		14910749
ENSG00000251775		2		64110383		64110525
ENSG00000202174		2		133010727		133010878
ENSG00000223179		5		118343266		118343363
ENSG00000206948		X		153996803		153996934
ENSG00000207940		3		111831648		111831745
ENSG00000207408		X		53353767		53353879
ENSG00000201016		5		25701326		25701433
ENSG00000208035		5		148808481		148808586
ENSG00000202469		X		10029262		10029363
ENSG00000201098		7		148684228		148684340
ENSG00000244372		2		161734058		161734359
ENSG00000239101		1		51654135		51654223
ENSG00000264051		2		71352653		71352722
ENSG00000251774		3		12556205		12556306
ENSG00000207052		5		32309768		32309874
ENSG00000212561		5		44066726		44066833
ENSG00000265839		2		101217328		101217618
ENSG00000202051		X		146908797		146908902
ENSG00000239020		1		17776259		17776359
ENSG00000265361		5		138099909		138100243
ENSG00000243439		6		1507557		1507851
ENSG00000221251		3		163889259		163889344
ENSG00000222796		X		150123967		150124060
ENSG00000207100		X		132286782		132286920
ENSG00000266252		6		2409770		2409869
ENSG00000207280		2		232321155		232321234
ENSG00000266555		6		138756350		138756431
ENSG00000243959		5		175974436		175974727
ENSG00000252233		4		140715279		140715587
ENSG00000265211		X		50388118		50388209
ENSG00000201962		3		25393775		25393883
ENSG00000264271		1		63995288		63995569
ENSG00000200421		1		38203627		38203726
ENSG00000201865		6		86387307		86387376
ENSG00000207146		X		107920181		107920287
ENSG00000199520		3		77141208		77141314
ENSG00000200629		7		128804690		128804802
ENSG00000265558		6		159185693		159185785
ENSG00000223118		2		124626833		124627147
ENSG00000207302		1		26203987		26204096
ENSG00000199562		1		10359024		10359130
ENSG00000199488		3		170712659		170712822
ENSG00000266499		5		112241335		112241434
ENSG00000223263		1		67882897		67883001
ENSG00000215952		1		166123980		166124035
ENSG00000252821		7		33041562		33041666
ENSG00000252857		7		55753670		55753774
ENSG00000252387		5		170710663		170710717
ENSG00000216089		4		160216866		160216935
ENSG00000199318		1		87918923		87919056
ENSG00000200769		7		91831557		91831648
ENSG00000202023		7		136972434		136972509
ENSG00000207790		1		207975788		207975868
ENSG00000201566		7		37474718		37474819
ENSG00000252068		5		157006505		157006607
ENSG00000264633		3		49311553		49311619
ENSG00000202046		2		120949821		120949933
ENSG00000221314		4		159921298		159921442
ENSG00000264130		4		176959234		176959339
ENSG00000238740		5		68834988		68835091
ENSG00000200161		5		148495741		148496043
ENSG00000265513		8		130508088		130508189
ENSG00000222821		1		36868322		36868460
ENSG00000264267		2		34011105		34011205
ENSG00000264740		2		53878538		53878610
ENSG00000239166		1		6812779		6812881
ENSG00000212055		2		216743556		216743642
ENSG00000202050		6		24365879		24365982
ENSG00000201796		7		105848613		105848713
ENSG00000264227		9		125061389		125061642
ENSG00000221510		7		102046189		102046302
ENSG00000252440		9		139496967		139497062
ENSG00000207274		2		215711671		215711805
ENSG00000265057		2		32860322		32860398
ENSG00000238348		9		19310689		19310786
ENSG00000263692		7		119124379		119124463
ENSG00000252966		6		13680312		13680373
ENSG00000221469		6		151361052		151361107
ENSG00000264286		1		160515438		160515535
ENSG00000252135		1		143670468		143670602
ENSG00000264560		2		195422898		195422998
ENSG00000238744		4		169231843		169231946
ENSG00000199846		7		129124345		129124497
ENSG00000200390		2		128587321		128587426
ENSG00000207204		7		98392341		98392447
ENSG00000265076		3		103773552		103773640
ENSG00000238484		6		34660557		34660660
ENSG00000266794		7		92600318		92600613
ENSG00000222667		X		65896100		65896206
ENSG00000199036		6		33175612		33175721
ENSG00000252448		1		38349909		38349989
ENSG00000263582		1		22330078		22330361
ENSG00000199273		7		40167720		40167831
ENSG00000243267		1		10676893		10677170
ENSG00000252989		3		100364965		100365041
ENSG00000238821		1		28843988		28844087
ENSG00000202532		2		128602810		128602915
ENSG00000200351		5		98272342		98272451
ENSG00000207647		2		220158833		220158922
ENSG00000252382		4		187778529		187778610
ENSG00000266584		1		16875409		16875482
ENSG00000238773		1		58222756		58222848
ENSG00000265734		2		214622791		214622883
ENSG00000238351		4		40870886		40870987
ENSG00000243313		6		37800698		37800961
ENSG00000252035		8		14345285		14345388
ENSG00000238862		3		52724760		52724843
ENSG00000199938		6		38533726		38533831
ENSG00000252014		4		132689295		132689404
ENSG00000212001		2		155088231		155088342
ENSG00000199516		7		129594533		129594634
ENSG00000201420		X		110913057		110913176
ENSG00000241552		5		18547421		18547712
ENSG00000263743		2		239990860		239990953
ENSG00000221407		4		190981535		190981630
ENSG00000238542		2		179696098		179696176
ENSG00000222610		5		98225435		98225537
ENSG00000207692		7		126698142		126698238
ENSG00000200049		4		144230619		144230719
ENSG00000200033		1		222010676		222010779
ENSG00000221538		1		111195564		111195653
ENSG00000212095		3		68684067		68684160
ENSG00000251777		3		12543122		12543203
ENSG00000221189		4		157217713		157217798
ENSG00000221734		9		117554474		117554546
ENSG00000253097		1		205535844		205535927
ENSG00000202521		1		228759414		228759532
ENSG00000222509		2		171639677		171639781
ENSG00000252313		9		32293556		32293690
ENSG00000201875		2		206765354		206765682
ENSG00000263900		7		5567734		5567817
ENSG00000223026		1		81717474		81717781
ENSG00000207606		1		151518272		151518367
ENSG00000265141		1		9039637		9039933
ENSG00000252028		3		177221091		177221340
ENSG00000238427		3		160190136		160190204
ENSG00000264584		1		150541449		150541745
ENSG00000222357		3		168192986		168193176
ENSG00000252159		9		77462422		77462517
ENSG00000252757		4		87257471		87257767
ENSG00000265676		7		55960419		55960689
ENSG00000265089		7		1883816		1883889
ENSG00000221005		X		89045334		89045450
ENSG00000201312		1		184984083		184984199
ENSG00000239095		6		112797928		112798029
ENSG00000206645		3		37134624		37134725
ENSG00000238496		8		9789230		9789333
ENSG00000200141		9		34194810		34194905
ENSG00000252051		1		229546247		229546514
ENSG00000265367		9		98998105		98998204
ENSG00000200600		5		23994611		23994712
ENSG00000252815		4		55898132		55898238
ENSG00000265724		7		73125647		73125727
ENSG00000265535		1		60440431		60440726
ENSG00000239055		9		131511637		131511740
ENSG00000207180		6		71892315		71892421
ENSG00000222300		2		159792310		159792497
ENSG00000265722		3		69969276		69969361
ENSG00000266005		2		101172512		101172782
ENSG00000252289		Y		9930484		9930602
ENSG00000252243		4		46533254		46533359
ENSG00000200327		1		163438286		163438395
ENSG00000212229		6		67920301		67920373
ENSG00000264761		7		66445107		66445395
ENSG00000266376		2		55335846		55335939
ENSG00000239080		X		135216476		135216579
ENSG00000264512		8		12576636		12576704
ENSG00000201355		1		228775084		228775202
ENSG00000252342		4		94741322		94741431
ENSG00000239012		1		142653718		142653799
ENSG00000200575		1		62282091		62282194
ENSG00000238695		4		142218928		142219032
ENSG00000265538		1		51525509		51525577
ENSG00000221346		1		47968176		47968311
ENSG00000212395		9		134658247		134658345
ENSG00000201827		3		133270030		133270159
ENSG00000265599		8		101394991		101395073
ENSG00000221082		4		49600632		49600714
ENSG00000263932		3		183604588		183604673
ENSG00000222236		4		72625235		72625333
ENSG00000263593		5		72174418		72174490
ENSG00000207443		7		62471841		62471947
ENSG00000221267		6		31924616		31924717
ENSG00000201133		7		51003047		51003190
ENSG00000241144		4		103269551		103269848
ENSG00000206762		1		205564169		205564275
ENSG00000266496		4		44450022		44450127
ENSG00000222111		5		175055191		175055465
ENSG00000264566		X		20035206		20035305
ENSG00000200829		2		20680605		20680716
ENSG00000239001		4		22120606		22120712
ENSG00000251728		7		139794497		139794592
ENSG00000238608		9		86067188		86067290
ENSG00000244006		X		63430570		63430866
ENSG00000251840		8		124600999		124601286
ENSG00000221457		3		147798620		147798709
ENSG00000201341		X		49709947		49710053
ENSG00000263475		9		103157934		103158007
ENSG00000202175		3		33533475		33533590
ENSG00000221312		6		65684286		65684385
ENSG00000207491		1		212865606		212865709
ENSG00000264974		3		175087329		175087410
ENSG00000207095		1		28020242		28020346
ENSG00000212278		5		18236232		18236305
ENSG00000206698		5		96511654		96511817
ENSG00000222133		X		10184638		10184739
ENSG00000266432		5		158952946		158953018
ENSG00000221772		9		118961269		118961358
ENSG00000239133		7		99011601		99011701
ENSG00000201594		X		145508974		145509090
ENSG00000263660		8		144397091		144397176
ENSG00000198974		1		41220027		41220118
ENSG00000207139		1		197654770		197654870
ENSG00000264237		9		127112735		127112810
ENSG00000252694		Y		15779840		15779936
ENSG00000206604		3		141864296		141864397
ENSG00000221179		2		80471748		80471843
ENSG00000221043		5		149075312		149075522
ENSG00000202063		1		230955996		230956104
ENSG00000199475		7		97228245		97228572
ENSG00000201846		4		149479099		149479200
ENSG00000221185		8		85208238		85208323
ENSG00000243005		4		24564818		24565084
ENSG00000206856		6		139180164		139180270
ENSG00000221459		X		47248048		47248176
ENSG00000241074		2		169307834		169308136
ENSG00000222806		6		153741573		153741707
ENSG00000199812		3		146289264		146289370
ENSG00000207312		5		11027312		11027419
ENSG00000263933		9		140440200		140440285
ENSG00000244307		8		146010683		146010971
ENSG00000239143		2		85560018		85560119
ENSG00000222313		X		147903688		147903972
ENSG00000238949		6		67438736		67438797
ENSG00000200719		8		28906011		28906121
ENSG00000223198		2		232366701		232366912
ENSG00000215999		4		105199264		105199348
ENSG00000223040		3		2130617		2130895
ENSG00000221225		1		33907626		33907712
ENSG00000211482		4		403598		403704
ENSG00000222373		6		25192641		25192718
ENSG00000206601		4		109573306		109573412
ENSG00000251805		2		24496483		24496610
ENSG00000263855		8		94986082		94986151
ENSG00000251712		7		148518104		148518165
ENSG00000222945		5		50357303		50357391
ENSG00000200616		3		178815519		178815628
ENSG00000265985		7		34352562		34352657
ENSG00000240490		1		19750878		19751163
ENSG00000223039		6		151640770		151641085
ENSG00000201674		X		113187479		113187691
ENSG00000199878		X		142285034		142285377
ENSG00000252697		6		87792951		87793254
ENSG00000201010		2		48444714		48445038
ENSG00000265894		4		57672000		57672295
ENSG00000240853		9		134600556		134600854
ENSG00000206923		9		113665617		113665725
ENSG00000264871		3		65218575		65218658
ENSG00000200086		2		55241554		55241657
ENSG00000221610		8		114419756		114419823
ENSG00000199132		X		133674371		133674461
ENSG00000251927		3		45633747		45633819
ENSG00000266158		X		47140214		47140462
ENSG00000240637		4		115720487		115720783
ENSG00000264319		4		37243532		37243613
ENSG00000238677		1		147665993		147666115
ENSG00000216093		2		31258419		31258510
ENSG00000207104		X		54369979		54370085
ENSG00000239039		8		33370993		33371096
ENSG00000252733		3		189861445		189861532
ENSG00000200702		X		44260849		44260950
ENSG00000201516		4		177019314		177019436
ENSG00000265082		X		122598936		122599026
ENSG00000264208		1		54519752		54519827
ENSG00000265553		2		120328476		120328576
ENSG00000202222		1		40347238		40347350
ENSG00000242865		6		52955759		52956056
ENSG00000263425		X		23774289		23774398
ENSG00000221011		7		7034846		7034949
ENSG00000206835		1		232967763		232967933
ENSG00000207466		1		39416497		39416597
ENSG00000222376		2		167037162		167037476
ENSG00000222678		2		220455409		220455706
ENSG00000251980		2		158769284		158769397
ENSG00000244392		7		79875242		79875538
ENSG00000264330		3		151283664		151283783
ENSG00000206823		4		119200345		119200475
ENSG00000238420		6		108251292		108251386
ENSG00000222658		9		12885320		12885416
ENSG00000264536		5		118490332		118490411
ENSG00000264329		9		130452966		130453074
ENSG00000202431		7		34337108		34337210
ENSG00000264592		1		36657516		36657769
ENSG00000265575		2		132248733		132248809
ENSG00000264551		1		62094703		62094793
ENSG00000266532		1		92404826		92405131
ENSG00000240116		8		22835390		22835638
ENSG00000252784		1		63803934		63804043
ENSG00000221533		X		154115635		154115733
ENSG00000206915		2		49460933		49461038
ENSG00000251873		5		51182522		51182603
ENSG00000222418		2		182913549		182913632
ENSG00000221494		X		83480760		83480836
ENSG00000212025		2		34628731		34628824
ENSG00000212184		2		202792162		202792266
ENSG00000238827		3		13779558		13779629
ENSG00000239159		5		79535306		79535408
ENSG00000238453		7		77053000		77053105
ENSG00000222169		9		33042107		33042214
ENSG00000238843		1		156499122		156499221
ENSG00000265376		3		31203196		31203279
ENSG00000264047		2		166005705		166005983
ENSG00000222834		X		4636834		4636955
ENSG00000207025		X		18414114		18414215
ENSG00000241550		8		81116841		81117135
ENSG00000264681		9		69587378		69587444
ENSG00000251963		8		18667010		18667136
ENSG00000200833		5		72395900		72396009
ENSG00000201778		3		156871337		156871429
ENSG00000264349		1		154948169		154948259
ENSG00000238324		7		102497897		102498202
ENSG00000206695		8		126913195		126913298
ENSG00000244335		X		152931681		152931970
ENSG00000238587		7		87253473		87253574
ENSG00000199487		5		41963970		41964071
ENSG00000194297		1		119874020		119874148
ENSG00000264327		3		53631903		53631994
ENSG00000252744		1		147802396		147802519
ENSG00000206715		6		88198163		88198270
ENSG00000252758		9		77472591		77472697
ENSG00000263548		1		161196976		161197051
ENSG00000252502		2		33216326		33216391
ENSG00000202533		5		131803839		131803949
ENSG00000266678		1		29758993		29759074
ENSG00000264508		1		150539040		150539336
ENSG00000264101		1		5922732		5922801
ENSG00000221541		2		113601888		113601988
ENSG00000199458		6		121775127		121775267
ENSG00000251878		4		185353120		185353203
ENSG00000252027		2		177529404		177529494
ENSG00000222732		5		171706206		171706319
ENSG00000221576		7		19759011		19759074
ENSG00000252419		6		5045818		5046335
ENSG00000252038		Y		19734941		19735035
ENSG00000207186		2		242524383		242524490
ENSG00000265771		1		97401101		97401219
ENSG00000253020		3		174349613		174349892
ENSG00000264144		8		144926240		144926325
ENSG00000252531		2		3628160		3628322
ENSG00000265056		2		11907570		11907651
ENSG00000222717		5		13174877		13174960
ENSG00000252961		X		55930020		55930089
ENSG00000201465		7		137872744		137872875
ENSG00000238295		2		178210586		178210689
ENSG00000206975		8		57829643		57829749
ENSG00000199332		6		31369929		31370027
ENSG00000251823		4		57197343		57197383
ENSG00000252861		5		83492701		83492807
ENSG00000222551		5		73567507		73567590
ENSG00000212601		1		93953890		93954009
ENSG00000221142		2		133281558		133281665
ENSG00000252794		5		165036446		165036684
ENSG00000206814		5		17117685		17117795
ENSG00000238306		2		184814060		184814163
ENSG00000241037		4		123008661		123008966
ENSG00000221581		9		83349157		83349244
ENSG00000242482		1		68122516		68122812
ENSG00000264897		3		99683158		99683242
ENSG00000252246		2		33557965		33558074
ENSG00000266391		7		1820330		1820427
ENSG00000265214		7		63081468		63081547
ENSG00000252359		1		165041710		165041781
ENSG00000238809		2		62492130		62492233
ENSG00000251936		7		147546976		147547074
ENSG00000202021		7		74712847		74712948
ENSG00000207770		3		114035322		114035416
ENSG00000239106		1		24951902		24952004
ENSG00000251986		3		41910490		41910587
ENSG00000221708		9		9425461		9425558
ENSG00000238379		2		129202655		129202772
ENSG00000222496		2		207086039		207086358
ENSG00000239093		3		187141103		187141207
ENSG00000251708		3		136351990		136352048
ENSG00000207496		3		12881811		12881949
ENSG00000199791		2		231451836		231451942
ENSG00000200154		1		31408535		31408620
ENSG00000207595		9		127454721		127454830
ENSG00000199773		5		7980259		7980417
ENSG00000202056		1		228743494		228743602
ENSG00000221602		3		75598948		75599096
ENSG00000222514		7		137776000		137776061
ENSG00000252244		6		149838092		149838153
ENSG00000199334		1		228768378		228768496
ENSG00000221249		7		76326819		76326971
ENSG00000266059		2		20375107		20375397
ENSG00000266078		2		60614497		60614580
ENSG00000252904		5		65257011		65257147
ENSG00000264238		6		25203481		25203568
ENSG00000201701		3		32079018		32079145
ENSG00000238642		3		10175069		10175172
ENSG00000207309		6		97097329		97097467
ENSG00000215922		3		166743201		166743287
ENSG00000238646		3		32214148		32214252
ENSG00000222713		6		117622618		117622921
ENSG00000215973		2		176032361		176032437
ENSG00000199303		6		100090113		100090223
ENSG00000265502		X		70304339		70304637
ENSG00000201758		1		245107212		245107518
ENSG00000264798		2		201251898		201251987
ENSG00000239594		X		133304064		133304146
ENSG00000222259		9		34049964		34050242
ENSG00000239069		7		74311936		74312037
ENSG00000238745		5		137959168		137959271
ENSG00000266864		5		57168766		57168873
ENSG00000265422		1		23046010		23046091
ENSG00000207729		1		162312336		162312430
ENSG00000243254		8		100626014		100626306
ENSG00000264382		2		71266437		71266490
ENSG00000239115		8		102319595		102319656
ENSG00000201162		3		15381256		15381362
ENSG00000266802		1		23384351		23384427
ENSG00000207488		7		89881237		89881334
ENSG00000263737		5		68751402		68751659
ENSG00000265704		5		84930230		84930291
ENSG00000207222		5		133835869		133835975
ENSG00000200182		3		169482398		169482835
ENSG00000239808		5		103596234		103596527
ENSG00000252464		5		178046729		178046999
ENSG00000239103		5		122345237		122345335
ENSG00000251837		1		93492967		93493063
ENSG00000263979		9		130631694		130631774
ENSG00000201862		7		72453891		72453991
ENSG00000240250		5		133853501		133853785
ENSG00000252760		1		111584456		111584547
ENSG00000202388		3		121744042		121744151
ENSG00000221035		8		41517959		41518026
ENSG00000266745		3		20179057		20179133
ENSG00000212338		1		179165608		179165714
ENSG00000265662		9		119861286		119861385
ENSG00000252880		4		71713853		71713935
ENSG00000263479		6		97362577		97362871
ENSG00000200034		2		9880772		9880912
ENSG00000265045		3		189831723		189832061
ENSG00000212460		5		137452262		137452369
ENSG00000263401		5		173157081		173157180
ENSG00000201065		3		102473908		102474014
ENSG00000252505		8		33397558		33397655
ENSG00000264576		8		72744839		72744923
ENSG00000207609		9		20716104		20716187
ENSG00000263967		9		92785723		92785817
ENSG00000202200		6		129082862		129082953
ENSG00000239188		X		141961746		141961849
ENSG00000216115		2		68457058		68457147
ENSG00000221227		4		183090446		183090531
ENSG00000221413		3		127383547		127383653
ENSG00000221683		1		79152745		79152845
ENSG00000199529		4		102645033		102645137
ENSG00000264594		6		30858660		30858749
ENSG00000266108		X		152468714		152468765
ENSG00000211983		6		88557263		88557350
ENSG00000222973		9		2162763		2162953
ENSG00000266669		4		12014971		12015065
ENSG00000207798		2		56216085		56216194
ENSG00000206892		3		196511851		196511957
ENSG00000201282		7		72481665		72481766
ENSG00000212321		X		121974279		121974497
ENSG00000239316		6		90187860		90188150
ENSG00000206942		7		45024977		45025109
ENSG00000243847		2		24219667		24219955
ENSG00000264949		9		507258		507553
ENSG00000200397		7		86847927		86848028
ENSG00000221657		4		152486875		152486961
ENSG00000253026		6		53018593		53018696
ENSG00000221032		1		24554407		24554520
ENSG00000212101		6		153373597		153373679
ENSG00000207149		1		120669562		120669662
ENSG00000207588		7		127721913		127722012
ENSG00000238812		2		236945894		236945955
ENSG00000206675		4		39299225		39299331
ENSG00000238511		1		153726600		153726703
ENSG00000239064		2		71157470		71157545
ENSG00000265024		7		66604058		66604157
ENSG00000238298		9		133325241		133325342
ENSG00000266070		9		130548112		130548202
ENSG00000265219		8		130508758		130508857
ENSG00000202382		2		85594708		85594809
ENSG00000221190		X		154612749		154612847
ENSG00000239161		2		197079943		197080046
ENSG00000251738		2		58289716		58289800
ENSG00000252062		4		85807539		85807639
ENSG00000220989		3		107084029		107084134
ENSG00000221351		8		129832040		129832124
ENSG00000199471		1		202884008		202884108
ENSG00000206671		6		27564191		27564296
ENSG00000199893		8		20147685		20147800
ENSG00000207753		X		151128100		151128184
ENSG00000221211		3		122645843		122645968
ENSG00000251982		2		218116279		218116598
ENSG00000221616		8		26906370		26906480
ENSG00000251973		2		131255316		131255422
ENSG00000201074		9		96180137		96180248
ENSG00000221313		3		134128886		134128982
ENSG00000266512		2		155002618		155002720
ENSG00000242928		5		149101633		149101933
ENSG00000211553		4		130242		130349
ENSG00000252817		1		154226921		154226997
ENSG00000264298		9		132240835		132240931
ENSG00000266360		2		239990762		239990855
ENSG00000206970		2		204646760		204646866
ENSG00000200087		1		28835071		28835274
ENSG00000265905		2		39164021		39164299
ENSG00000251882		6		115188037		115188140
ENSG00000207654		2		136422967		136423048
ENSG00000264384		1		154138723		154139025
ENSG00000251780		1		155115747		155115808
ENSG00000207776		1		3477259		3477354
ENSG00000238741		3		160232695		160233024
ENSG00000252978		X		20470226		20470549
ENSG00000207341		1		166011481		166011587
ENSG00000266768		2		61782495		61782593
ENSG00000201640		4		97269889		97270189
ENSG00000207417		8		75288922		75289028
ENSG00000201644		4		76587305		76587397
ENSG00000199145		4		113569160		113569227
ENSG00000199780		4		60399504		60399616
ENSG00000201138		7		75010915		75011015
ENSG00000264321		6		153665248		153665350
ENSG00000265049		2		148698549		148698640
ENSG00000201944		1		205700349		205700480
ENSG00000206614		5		168979453		168979559
ENSG00000252157		4		184574725		184574829
ENSG00000223245		2		42098411		42098528
ENSG00000251742		4		182756018		182756261
ENSG00000207317		5		139399077		139399177
ENSG00000264356		9		42031881		42032162
ENSG00000202164		2		209785271		209785388
ENSG00000207060		5		50351187		50351293
ENSG00000200975		1		8266494		8266657
ENSG00000207816		8		65291706		65291814
ENSG00000200243		5		6848240		6848575
ENSG00000202379		3		108293412		108293545
ENSG00000264169		9		133275653		133275950
ENSG00000238796		5		133186548		133186648
ENSG00000207866		X		146363461		146363548
ENSG00000206921		1		161371079		161371185
ENSG00000212153		7		141427784		141427948
ENSG00000243654		5		159718795		159719067
ENSG00000264071		2		4077271		4077549
ENSG00000212370		5		112114060		112114166
ENSG00000263524		2		209098168		209098229
ENSG00000252866		7		128337764		128337798
ENSG00000242014		6		33508471		33508774
ENSG00000206815		3		57534565		57534672
ENSG00000264097		3		8737735		8737803
ENSG00000251816		4		19183437		19183479
ENSG00000265872		9		137741333		137741410
ENSG00000240322		7		142995609		142995905
ENSG00000207617		9		97848296		97848376
ENSG00000239141		3		172692932		172693032
ENSG00000264241		6		35101231		35101315
ENSG00000206743		5		37700433		37700539
ENSG00000222466		3		181417493		181417571
ENSG00000265911		3		125787907		125787990
ENSG00000265456		X		120504826		120504907
ENSG00000238787		1		93447794		93447865
ENSG00000251787		3		142520049		142520110
ENSG00000266827		9		137742416		137742487
ENSG00000199986		3		180298845		180298951
ENSG00000238567		2		172002840		172002937
ENSG00000238310		1		109750416		109750470
ENSG00000222209		1		118806995		118807112
